"id","sentence1","sentence2","similarity"
"6e92e148102146853a6e8738f","Three children wrestle on a floral carpet.","Three children playing on the floor.",3.8
"a9f267a772990d76dfaba73e4","Asian shares rally after string of upbeat data","Asian Markets up on Strong US Jobs Data",4
"2955fa70eda87aab80f6649bf","A double decker bus drives on a city street.","A red double decker bus driving down a street.",3.6
"a1d4079da027b892af3213f56","A black and white horned cow standing in a field.","A large black and white cow in a field.",4
"c220782630f23a0eedce3f39b","Nirvana is very different than oblivion.","Nirvana is NOT oblivion.",3.6
"9775624ab49305702b608cb43","Four dogs stand in the snow.","Four dogs playing in the snow.",3.6
"38b31b447443f24a11c9004c6","Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.","Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.",3.5
"1fd68547d768913cad7da2e1e","A dog is trying to get bacon off his back.","A dog is trying to eat the bacon on its back.",3.75
"31330943925a96c07cce71eab","We just addressed this recently, and the excellent answer suggested was guillemets.","guillemets, as suggested by Lauren Ipsum, is a good option.",3.6
"41bb9d5af08937a470448a3ed","As others have said, ""ten of six"", though not used in many English speaking areas, would be understood as 5:50.","""Ten of six"" probably means 5:50 but I have not heard it before.",3.8
"0753bfd1bc6759577ecad8893","AbbVie Sours on $55B Shire Deal After Tax Changes","AbbVie cools on $55bn Shire deal after US tax changes",5
"93079c9165fb523cdb585e875","A dog is jumping up in the air to catch a toy.","A black dog jumps in the air to catch a toy.",4
"92b6bd45ddd3ba38543d0a9e0","The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.","The broader Standard & Poor's 500 Index .SPX rose 6.48 points, or 0.66 percent, to 990.51.",4.75
"09ff447e10b59c714c4574364","egypt and jordan have signed the nuclear nonproliferation treaty and have long called for a middle east free of weapons of mass destruction. ","syria has signed the nuclear nonproliferation treaty and has allowed agency experts to inspect its only known nuclear facility.",4
"596496487ef8a0e15481160d8","the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them. ","resolution 1540 requires all countries to adopt laws to prevent non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons, the materials to make them, and the missiles and other systems to deliver them.",3.6
"155912a6c4be6897745f46544","""We hope all parties will continue to make efforts and continue the process of dialogue,"" the Chinese Foreign Ministry said in a statement.","China's foreign ministry said: ""We hope all parties will continue to make efforts and continue the process of dialogue.""",5
"1135d0c8fb16fb2e1ffce6e75","It's also a strategic win for Overture, given that Knight Ridder had the option of signing on Google's services.","It's also a strategic win for Overture, given that Knight Ridder had been using Google's advertising services.",4
"b002d710b14bea496e7f234e6","A young girl running on the beach.","A little girl running at on the shore of a beach.",4.2
"d7299e872ab6671f99f71d404","Ah ha, ha, ha, ha, ha!","Ha, ha, ha, ha, ha, ha!",4.5
"67ae1cc19860016b4f519fab2","Putin hailed Saudi Arabia as ``one of the most important Muslim nations.","Before the meeting, Putin said Russia regards Saudi Arabia as a key Muslim state.",3.5
"8a0a308487161c3cdc2025c99","the iranian government stated-- the iranian nuclear program remains peaceful. ","the iranian government says the nuclear program is peaceful.",5
"a0383e506a726993485797a00","Judge enters not guilty plea for James Holmes","Not guilty plea for James Holmes – but insanity option still on table",4
"2cba9ffe857838e53ac747fe4","The compensation committee will prohibit securities industry directors from sitting on it.","The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry.",3.533
"eebdfc655a2af168d61cbb0a6","Deaf customers sue Starbucks, say they're mocked","Deaf NY Starbucks patrons sue, say they're mocked",4.6
"75e3efe84c488a29483d6293e","7 detained for 'house sister' scandal","China detains 7 for ""house sister"" scandal",4.2
"c2b0586f6f1712ad68e7db744","A person wipes butter on a tray.","A person is buttering a tray.",4.25
"08cf985b24a9603661ebe4b8a","American flag is waving.","A American flag is blowing in the wind.",4.2
"78681aeba97d6ba2629a6db4d","Oil falls in Asian trade","Oil prices down in Asian trade",5
"cbc732250e40275622ccee2c0","The bulk of the funds, some $65 billion, will go for military operations in Iraq and Afghanistan.","The bulk of the bill - $64.7 billion - goes for military operations primarily in Iraq and Afghanistan.",4
"92671b555ecb259f44fd507cd","myanmar government has stated myanmar will become opium-free by 2014. ","myanmar government stated myanmar is on track to be drug-free by 2014.",4.6
"49f8554ee4d6e9e8b04161efe","A woman riding a bicycle on a large concrete area.","A women riding a mountain bike on a large concrete area.",3.8
"ed31023dc31415cdf39b2af12","A moped in front of steps of ruins.","A moped in front of ruins.",4.4
"0878816c5c121863eed6a6262","A 32-count indictment ""strikes at one of the very top targets in the drug trafficking world,"" U.S. Attorney Marcos Jimenez said.","The newly unsealed 32-count indictment alleges money laundering and conspiracy and ""strikes at one of the very top targets in the drug-trafficking world,"" Jiménez said.",3.5
"ceb0ccfee383c04c332087fbc","During the hearing, Morales expressed ""sincere regrets and remorse"" for his actions.","Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes.",3.8
"3cb8482b6c0a9342350c7df2b","A man is eating food.","A man is eating something.",4.2
"5d92abbf5600f6d4ff13568df","Two French journalists killed after Mali kidnapping","Two French journalists abducted, killed in Northern Mali",4.6
"74709eeb344d30582c4ca8b8b","A black dog is running in the grass.","The black dog is running through the grass.",4.8
"6106f7c6be1187aae334695d5","Lakers Fire Coach Mike Brown After 1-4 Start","Lakers fire Mike Brown after 1-4 start",4.4
"08c39e779da6cfb2b7dbc4e58","Prince Philip hospitalised in London","Britain's Prince Philip hospitalised, to miss jubilee",3.6
"9983962a284a19322e25ab6e9","A cat swings on a ceiling fan.","A cat is spun around by a ceiling fan.",4.2
"8c0eb80d1f51907e23fff1dda","Tokyo shares open higher on buoyant U.S. market","Tokyo shares open higher following strong U.S. performance",4
"2385d295fb8735fba804b2eea","A woman peels shrimp.","A woman is peeling shrimp.",5
"0d0c21a2adab57f89cbcaf42a","A man and dog on a rocky seashore.","Man and dog standing on rocks next to water",4.8
"ed622dbf0728d04f60641c1e4","A man pours oil on some tomatos.","The man poured oil on the cut tomatoes.",3.8
"08ba1b4e436aa1019de264bec","Two men are fighting in a cow pasture.","Two men are fighting in a cattle pen.",4
"58981852b7fbc12fe35814d2c","BBC director general resigns over 'shoddy journalism'","BBC Director General Resigns amid Newsnight Scandal",3.6
"46eb168e1158a4f1ae6309c7e","Two skiing people are doing cross country skiing.","People skiing cross country.",3.6
"121b595635e99751b311afb3f","Tisha Kresler, a spokeswoman for Global Crossing, declined to comment.","A Global Crossing representative had no immediate comment.",3.6
"048e10615e86e2aa4a840384a","Google CEO says Android important, not critical","Larry Page says Android important, not critical",4
"2091d4ad6503a5aa866c87534","Trailblazing Israeli electric car company Better Place to fold","Trailblazing Israeli electric car company to fold",4.4
"51c2b50108330a74a0f9e95fd","A man pours rice into a pot.","A man is putting rice in a bowling pot.",4.2
"8aa6e661ce094b176f024dd71","Syrian Rebel Groups Battle Each Other in North","Syrian rebel groups battle each other in north",5
"d888b9c579530437123fd89fe","Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.","Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.",4.75
"fa45591da72563b5260cd6bb5","A small kitten is playing a ball.","A kitten is playing with a ball.",4.4
"0d678f125e6c0e50b2710dc2b","Chinese general's son gets 10 years jail for rape","Chinese general’s son gets 10 years’ jail for gang-rape",4.2
"176e83adcc02ce8284edf8385","A man is eating a bowl of cereal.","The man is eating cereal.",4
"d29d4ffaaaff97156486fe1bf","A flat screen TV on the floor.","A flat-screen TV sits on the floor.",5
"82a5ec81a4db7079160f63fe1","Moore had no immediate comment Tuesday.","Moore did not have an immediate response Tuesday.",4.778
"97fcbda856cec5ca407020c37","Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical.""","GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.",4
"558c549c2569c6bb42d3d3542","KLCI Futures traded mixed at mid-day","KL shares mixed at mid-day",3.6
"447df9364e2aa77b8d0132976","Boy feeding a sheep.","A boy feeding a sheep hay.",4.2
"527e129f52c2d11b0ed852937","Ecuador President Correa says no decision made on Assange asylum","Ecuador yet to decide on Assange's asylum",3.8
"0a7ccd71e4c1933c28d50a207","Netanyahu set to call early vote","Israel's Netanyahu set to call early vote",4.4
"1cf6a97c8a390e887a63dbdf9","Egypt braces for 'Friday of anger' after carnage","Egypt braces for Friday of anger after bloody crackdown",4
"c57f324dea3480378e2c6e24f","Children are playing on a trampoline in the snow.","Several children and jumping on a trampoline in the snow.",4.5
"20682fa7c6c30f2dfe6decf6b","Also at increased risk are those whose immune systems suppressed by medications or by diseases such as cancer, diabetes and AIDS.","Also at increased risk are those with suppressed immune systems due to illness or medicines.",4
"45e826b132027ce295adf0520","Teams of inspectors walked into a restricted area at one park without being stopped; others took pictures of sensitive areas without being challenged.","Teams of inspectors walked into a restricted area at one park without being stopped by employees; others took pictures of security-sensitive areas without anyone challenging them.",4.75
"a57a4a931ee718d0575e55133","Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.","Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.",3.5
"0056677e615ac8ffd930ddee3","Gang violence kills 16 in Venezuelan prison","Sixteen killed in Venezuela prison",4
"9525752b5db4be112ff5449d9","I was in a similar situation.","I had a similar situation.",5
"e94259a562a2537699e17d49f","Executive recruiters say that finding a seasoned chief merchandising officer will perhaps be the trickiest of all hires because there is such a dearth of good ones.","Executive recruiters say that finding a seasoned chief merchandising officer perhaps will be the trickiest of all hires.",3.75
"dc09fd222d9886d831223f48b","A small boy is playing with a dog.","A baby is playing with a dog.",3.75
"45e3e5cee29bb273ee9b25c1b","Israeli government authorises new settlements ahead of talks","Israel Approves New Settlement Homes Ahead of Peace Talks",4.8
"b35143760540ced64adcc1f62","A small plane parked at an airfield with a cloudy sky overhead.","A small white plane parked in an airport on a cloudy day.",4.6
"71aae612a606874b198bdd9ec","Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail.","Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.",3.5
"e25e759618f4368a43ad740e3","Chinese lunar rover lands on moon","China lands robot rover on moon",5
"e70f04af54c9e50f2b867bea2","A black and white horned cow standing in a field.","a black and white cow standing in the field.",4.2
"079a061262ce82fb491fa1129","Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89.","McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.",4.25
"3aba218e4f9cbaf286fb4cbbb","Kevin Rudd sworn in as Australian prime minister","Rudd sworn in as Australia's new Prime Minister",5
"fc50de3dad745975251f2dfd2","Mt Gox reveals 200,000 'forgotten' bitcoin haul","Mt Gox finds 200,000 'forgotten' bitcoins",5
"1055ccf09f603d1c954f1e845","A woman with a white horse.","A woman leading a white horse.",3.8
"53be4cf82f85d7847083f3f49","A woman is adding an egg and stirring.","A woman is mixing an egg in a bowl.",3.5
"c0123788e6b2e45e647c8c23e","Four seriously injured in M23 motorway crash","Four injured in motorway crash",3.6
"ae37ca88b4c319b1eb14bf9d4","The man is peeling an apple.","A man peels an apple.",5
"1ea7a5265c6cbb8a2c5996c10","But skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies.","But skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors.",5
"cb2e8c72be64666c4f0264dfe","New coronavirus can probably can be passed person to person- WHO","WHO: New virus can probably pass person to person",3.8
"6caf4a1862587b5d50e589f53","Bremer said one initiative is to launch a US$70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.","Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details.",3.6
"1c446ebb1f93d583c8fea5e16","TV weatherman Fred Talbot arrested over sex claims","Weatherman Fred Talbot Held Over 'Sex Abuse'",3.8
"269635f6fbd5f5dc8a4003166","A group of people in front of a red fire truck.","A group of people are standing around a red fire truck.",4.2
"02e2d0a2d40ecf1613c6c8fcd","A girl is riding a horse.","The girl trotted the horse.",4.5
"c78c5a744495c6e1ae896286b","A woman sings into a microphone by a guy playing a guitar.","A woman sings into a microphone with a guitar player in the background.",4.4
"bfdad0f098d385192770d662f","ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.","""But at no stage did ONA receive intelligence material indicating that Jemaah Islamiyah was planning to mount an operation in Bali.""",4.25
"8436b8518ca1907208bfaf2e4","a snowboarder jumps into the air.","A snowboarder flies through the air.",4
"7f613d2cd80369947f9797336","and videos Seismic data does not equal duration of collapse.","Seismic data does not equal duration of collapse.",4.6
"cdb36b6c81b89688ddb434354","It depends on what you want to do next, and where you want to do it.","In other words, it depends on where you go, when you do there and how.",4
"38a090ba77b70741d4f9f895f","A red double decker bus on a city street.","A red double decker bus driving down a street.",4.8
"0a861a9d751f704adfc6dcea7","The headlights on a blue car.","Close up of the headlights on a blue car.",4.2
"b58ddb644e7f945967a64596c","So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.","So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.",3.75
"2498fb46ffbad28f810135545","A gray cat with green eyes looks at the camera.","A grey cat with green eyes looking into the camera.",5
"9f0d3ca5272b12811b6144e59","A yellow shirted man wearing a golden sun mask.","A man in a yellow shirt wears a gold, sun-shaped mask.",5
"b7b7f87fc06b86851734f3a38","Angela Merkel wins third term in German elections","Merkel Wins Big in Germany Election",3.8
"75158eaaed2d1355abbd2f8fa","Vatican Embassy in Syria hit by mortar fire","Vatican embassy in Syria hit by mortar; no injuries",3.6
"d9b9e16c49f50388c905a06f8","Jaya Prada all set to join BJP","Jaya Prada likely to join BJP, Amar Singh to decide for her",3.8
"e2b53e861e42ffda7ccfdba90","A man puts some cheese on a pizza.","The man sprinkled cheese on the pizza.",5
"c35eb228bfe4d928507983162","It's true that, under one understanding of ""accessibility"" and ""determining"", your accessibility relation is determined by your axioms.","Accessibility is determined by the axioms of the modal logic you're working within.",3.8
"fe643460cae55f5c68560986d","Google invests $200 million in Texas wind farm","Google invests 200 million USD in Texas wind farm project",5
"081e7872d52b1495f47d262cf","Investigators have meticulously looked into virtually every aspect of Campbell's personal and financial affairs, Campbell has acknowledged.","Investigators continue to probe virtually every aspect of Campbell's personal and financial affairs, the former mayor has said.",3.75
"fbd5c4eb0a3550b0ea27f8b36","a black and white photo of a cat lying down.","A black and white image of a cat laying on a rug.",4.2
"20b40f4eb5b930a61faa06652","A grey cat lying on a wooden table.","A grey cat laying on a dining table.",4
"bb753f95558de006262fd955c","Death toll rises to 236 after Brazzaville blasts","Rep. of Congo: 236 Dead After Arms Depot Blasts",3.6
"ca0ea7c291a7a9bc20bd59aa6","The man is riding a horse.","A man is riding on a horse.",5
"f9a2578810cf724cc93fe8442","Two green and white trains sitting on the tracks.","Two green and white trains are sitting on the train track.",5
"52d7690e194f949c5765bcfc9","A Golden Retriever jumping off a wood porch.","A golden retriever is jumping off a wooden porch",5
"2a21929a5cd08f78910e22143","Two beige dogs play in the grass.","two tan dogs play in the grass",4.6
"3b3c65f10d47edfab3b9b2259","It seemed like an isolated incident,"" said Ariel Dean of Washington D.C., who earned a degree in political science.","It seemed like an isolated incident,'' said graduate Ariel Dean of Washington, D.C.",3.75
"eec03dd407a950d365405a12f","On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.","As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.",4
"e068e5e19f468f9357934814a","myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking. ","myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.",3.75
"50bed004d1b086e9e1fc976c7","Two cats sitting together on the sofa looking out the window.","Two cats sit on the back of a couch looking out the window.",4.2
"6029574c962182a8042bd6ddb","A dog lies on his back on a wooden floor.","A dog is laying on the floor.",4
"af7d356d063bbdf2fd8cbbd13","A young woman with a bracelet is wearing a bikini top and jeans.","A women wearing a bikini top and jeans.",4
"9cda53eaa3a609205763adf8a","According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce ""Terri's Bill"" during the special session Monday.","Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.",3.75
"b38781f7972a31dfde68b7d1b","A person climbs up a snowy hill while their dog follows.","A person climbs a snowy hill while a black dog follows.",3.8
"373ab9d11994062acf8041017","A person is slicing onions.","Someone is slicing an onion.",4.6
"708d36d6a3177c17dece7eb59","""It is about a third of what I owe in the world,"" he told reporters.","It ain't coming to me, but it's only about a third of what I owe in the world.",3.75
"61f83af30a5cf0cece5d286ee","The people got off the train.","The people got off the train at the station.",4
"094e78493083c7f2a6a420a44","A young girl riding a white and grey horse.","A young blonde girl in riding gear sits on top of a gray and white horse.",3.8
"7d2f2fdf0a98543f8ebca109d","A girl jumping rope on a sidewalk near a parking garage.","A girl jumping rope on a sidewalk with a parking garage to the left.",4.4
"f117a86035727ad078cd9e8fa","Two killed in Bahrain car explosion","Two killed in Bahrain car blast",5
"d36f095779ebd0685351ac5eb","The drop in core wholesale prices in April reflected falling prices for cars, trucks, men's and boy's clothes and cigarettes.","That was the biggest drop since August 1993 and stemmed from falling prices for cars, trucks, men's and boys' clothes and cigarettes.",3.5
"4d9d72c8e21bbf6dd8d29aed8","Under Mexican law, bounty hunting is considered a form of kidnapping.","Bounty hunting is illegal in Mexico, and the bounty hunter was charged with kidnapping.",4
"b9ca44bb10e3251b7083a97f9","you don't use the search button much, do you?","you don't use the search button AT ALL, do you?",4.2
"6fc2815df1d9131b34e86e158","The woman picked up the kangaroo.","A woman is carrying a kangaroo.",3.5
"a1d0d73789d27805ba3d50c06","An Apple computer sitting on the floor.","A Macintosh computer sitting on the floor.",3.8
"d994f47dd62c69e377c0b021a","You may have to experiment and find what you like.","You have to find out what works for you.",5
"5407101008abd20361638c6dc","Thousands rally to support embattled Tunisia government","Thousands gather to support Islamist government in Tunisia",4.6
"38b93c0f0a29e209cdd3a8b19","Chinese court upholds death penalties for Mekong murderers","Court upholds death sentences for Mekong murderers",4.4
"5ec56d2783cbad038fbb4a0f1","Green and white bird perched on tree branch.","Bird with a green head and white chest perched on a tree branch.",4.2
"94c0684d438487a36b164a9e8","The dog walked along the edge of the pool.","A dog is walking along a pool.",4.6
"da611e9cd1a826c0feec17895","A black and brown dog runs through the woods.","A dog running through the woods.",4
"f7ed9634760e061402690b878","Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves.","The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves.",3.909
"fd6fcd2f85091d9fb9b864523","The lady put the baby int a trashcan.","A woman puts a baby in a trash can.",5
"71d7596be17042a78a7d7694f","After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close.","After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.",5
"12349b8509921343c0e5babc4","Bangladesh Islamists rally against atheist bloggers","Bangladeshi Islamists rally to demand action against atheist bloggers",4.6
"4ba074fb9f7de11c64f82b42a","Russia, China veto UN resolution on Syria killings","Russia, China in double veto of UN Syria resolution",3.8
"cc90fdbf7d66bf5a1aeb4df8d","activists have stated that russia is imprisoning people without evidence of illegal activity. ","russia imprisons people without evidence of illegal activity.",4.2
"16768f8954fba7b974c26e235","Three feared dead after helicopter crashes into pub","Three feared dead after helicopter pub crash",5
"b0e17322daec4c2e58f7b577c","A woman plays the flute.","A woman is playing the flute.",5
"42d380a47b305ab102c17e2c3","elbaradei is the international atomic energy agency chief. ","mohammed elbarade is the international atomic energy agency's director general.",4.8
"c8ee58ad3d1328b81a9125d3a","A man in a top hat rides a white horse.","A man with a top hat riding a white horse.",5
"7cd4efc2050187d7ff4618086","iraq has been lobbying for the security council to stop using the country's oil revenue to pay compensation to victims of the 1991 gulf war and the salaries of the united nations monitoring, verification and inspection commission inspectors and to have all money remaining in the united nation's oil-for-food accounts transferred to the government's development fund. ","iraq's new leaders have been lobbying for the united nations security council to stop using the iraq's oil revenue to pay the salaries of the inspectors and to have all money remaining in the united nation's oil-for-food account transferred to the iraqi government.",4
"3d7532fa6c825166d2640ada1","The lady cut the tail and body of a shrimp.","A woman is cleaning a shrimp.",4.5
"5fe91e3397d6f11463b9e0fcd","The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties.","The lawsuit named Secretary of State Kevin Shelley, a Democrat, and the registrars of voters in Los Angeles, Orange and San Diego counties.",4.2
"93d9b145d7c3cfa34170a96b5","A black, flat screen television placed on the floor.","A flat screen TV on the floor.",4
"3ea7b140afeebf84233750b85","Veteran stage and screen actor Hume Cronyn died of cancer Sunday.","Character actor Hume Cronyn, 91, died Sunday at his home in Connecticut.",3.5
"54c3e510e40354c952301afa5","FAA lifts ban on U.S. flights to Tel Aviv","FAA lifts ban on U.S. flights to Israel",4
"e3f43038accf5a625f0249a06","mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa due to the high degree of organized crime and drug trafficking. ","mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa to fight drug trafficking.",4.6
"c4369fed014068e84a47df405","Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser, citing competition from Apple Computer's Safari browser.","Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers, saying that Apple's Safari is now all that Apple needs.",4
"2637051e1bceb93583b1556cc","9,000 U.S. Marines to leave Okinawa","9,000 U.S. Marines to move out of Okinawa: statement",5
"c5c17a05cbd41d1627ee1fe1a","Francis begins papacy with prayer","Pope Francis Slips Out of Vatican for Prayers",3.6
"b549525694cbcbb16a94c6734","A dog is jumping over a barrier at a agility competition.","A dog jumping over an obstacle course fence.",4.4
"7522aef5d9ed4bb3f3625a0d8","Prior to joining Kodak, Palumbo worked for Procter & Gamble Corp., where he managed products such as Folgers and Pantene shampoo.","Prior to joining Eastman Kodak, Mr. Palumbo held senior marketing positions for Procter & Gamble.",3.75
"20b4acdd191f9f7de1fd881b2","A woman is doing weight exercises.","A woman is exercising with a barbell.",3.5
"7f732334eeaac062cab22862b","Someone is stirring chili in a kettle.","Someone is stirring a pot of chili with a spoon.",3.8
"1451e54f0047d56a13384442c","Two Indian women with two Indian girls near the water.","Two Indian woman stand with two Indian girls on a beach.",4
"e45bd53898211d9e6b423e7a7","A woman and man are dancing in the rain.","A man and woman are dancing in rain.",5
"d94ccd64b6f50e2a0d935659c","Greece to vote on 2013 budget; protesters gather","Greece to vote on 2013 budget",3.6
"0f53bee5e53a66ecb7cec6d1a","How do you do that?","How to do that?",5
"5ee0f01a46e3df60ad9812f94","a woman with a viking hat on.","Smiling woman sitting wearing a viking hat.",4.2
"8a1e31907fa32343ee42cd1ee","Myanmar’s Suu Kyi urges party unity amid squabbles","Suu Kyi urges party unity amid squabbles",5
"408e6d66a03c3a2813210d780","A cat reclines on an office chair.","A ginger cat sitting on an office chair.",3.8
"a638fbb16d7f7d11740c1d01b","A black dog with a blue collar is running in the snow.","A black dog wearing a blue collar is running through the snow.",5
"802503740f3b771abf4d18da3","A train is at a train station.","A train parked at a train station.",4.2
"7b8cbbf997773d80666c81a88","Tibetan monk dies after setting himself on fire in protest against Chinese rule","Teenage Tibetan monk dies after setting himself on fire in China",3.8
"3260ffbbc486c4ec5160595c1","Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld.","Palm said on Wednesday it plans to buy Handspring, a company created by renegade Palm co-founder Jeff Hawkins.",4
"2a36e62e56b168af642ac0018","A black and white cow standing in a grassy field.","A black and white horned cow standing in a field.",4
"aadd9541c6673dd36ff6119b3","A man is playing a large flute.","A man is playing a flute.",3.8
"ea6b998fb2ee1e8e75d05bad5","iran is the most prolific applier of the death penalty in the world after china. ","the islamic republic is the most prolific applier of the death penalty in the world after china.",3.8
"230e9aaa0376fd9d9016172fa","Other changes in the plan refine his original vision, Libeskind said.","Many of the changes are improvements to the original plan, Libeskind said.",4.6
"dcde4dfd16b86b7e775db98da","Some 50 million phone numbers are registered on the list, which was to take effect Oct. 1.","The FTC signed up 50 million phone numbers for the list, which was due to go into effect October 1.",3.5
"f6e53efa0e22917ee480c4ccf","A man is pouring rice a roni into a pan.","A man poured ric-a-roni into a pan.",3.8
"20b00c545ccb06fedc6d2e444","Myanmar's pro-democracy leader Aung San Suu Kyi will return home late Friday but will remain in detention after recovering from surgery at a Yangon hospital, her personal physician said.","Myanmar's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery, her personal physician said Friday.",4.6
"bd2acc18b4f4902c9fdb5380b","Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion.","The weekend arrest of Russia's richest man, Mikhail Khodorkovsky, chief executive of oil major YUKOS, on charges of fraud and tax evasion unnerved financial markets.",4
"f79cfcd637f2d105581792c09","An elderly woman stands in a kitchen with two cats at her feet.","The old lady is standing in the kitchen with two cats at her feet.",5
"3f5245e63ec707aeb36a0c9c4","Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.","While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",4
"2d3a093278cb1a9ed3756036d","It's also a matter of taste.","It's mostly a matter of taste.",5
"98245a59d683a7add6ebe2eb8","And when asked if he felt regret or guilt about the attack his answer was an adamant ""no"".","Asked if he felt any regret about theOctober 12 attack, the answer was an adamant ""no"".",3.8
"31b60e6e4e236725963f03732","A boy plays violin on stage.","A boy is onstage playing the violin.",4.25
"db7f700d748e534e312d7d8a3","East German rights activist Gauck elected president","Joachim Gauck elected as German president",4
"a950b2b6693aa86b0ac87476f","Doctors have speculated that the body's own estrogen protects against cell damage and improves blood flow.","Their belief was based on speculation that estrogen prevents cell damage and improves blood flow.",4.25
"aa42f6dc9ec71defb7174084d","Red Cross worker killed in Pakistan","British Red Cross doctor kidnapped in Pakistan found beheaded",3.6
"66a17e81299b4d6868121f47c","beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area. ","beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.",3.8
"1d407b1b91317d9ba014b79a6","An oriental lady is cutting a carrot into thin pieces.","A woman is slicing a carrot.",3.6
"5e5f5de357da0ff2be6f2bd6a","Mr Howard said he also had faith in the system under which Hicks could be tried.","Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system.",4.5
"eb8691ab6b2f96d4fbdd1ba43","A small bird eating from the feeder.","Bird eating from a bird feeder.",4.25
"858f147f30b347a2fe7016f35","Another was in serious condition at Northwest Medical Center in Springdale.","At Northwest Medical Center of Washington County in Springdale, one child is in serious condition.",3.8
"c035e6bda9f618dca2ef2dd7c","Some 95 million Americans -- half of all households -- invest in mutual funds.","About half of all U.S. households have money in mutual funds.",4.2
"1315080e49451040a53fc95ca","A woman is climbing a cliff.","A woman is climbing a rock face.",4.5
"1f95a4bfbbf65e5996886211f","The man is playing the drums.","A man is playing drums.",5
"3114d4e8f4adc311487573337","A girl is communicating with sign language.","A young girl is using sign language.",3.941
"488a0db7132d7c7cea2a0f244","""If we could do that throughout the world, we could end terrorism,"" he said.","This is a hospital that treats everybody as people, and if we could do that throughout the world, we could end terrorism.""",3.5
"0631a3ccd59cc45d53d8db395","South African icon Nelson Mandela hospitalized","South Africa's Nelson Mandela Hospitalized",5
"3f896738272b5c2e8cd6f6f97","A bicycle is parked outside a bookstore.","A green bike parked outside a book store.",4
